code_statut_contrat,codeperiodicite,dateEffet,datefin,duree,idassure,id_souscripteur,police,prime,produitcode
1,12,null,null,null,101003457,null,101003457,896000,50
1,12,null,null,null,101003374,null,101003374,368752,50
1,12,null,null,null,101003427,null,101003427,498208,50
1,12,null,null,null,101003415,null,101003415,387456,50
1,12,null,null,null,101003422,null,101003422,1245776,50
1,12,null,null,null,101003397,null,101003397,0,50
1,12,null,null,null,101003435,null,101003435,457456,50
1,12,null,null,null,101003471,null,101003471,466112,50
1,12,null,null,null,101003406,null,101003406,870320,50
1,12,null,null,null,101003357,null,101003357,664152,50
1,12,null,null,null,101003400,null,101003400,0,50
1,12,null,null,null,101003363,null,101003363,719424,50
1,12,null,null,null,101003459,null,101003459,397056,50
1,12,null,null,null,101003410,null,101003410,422640,50
1,12,null,null,null,101003421,null,101003421,872400,50
1,12,null,null,null,101003449,null,101003449,499344,50
1,12,null,null,null,101003454,null,101003454,404928,50
1,12,null,null,null,101003531,null,101003531,327760,50
1,12,null,null,null,101003441,null,101003441,499344,50
1,12,null,null,null,101003393,null,101003393,889648,50
1,12,null,null,null,101003599,null,101003599,518320,50
1,12,null,null,null,101003458,null,101003458,499040,50
1,12,null,null,null,101003450,null,101003450,387456,50
1,12,null,null,null,101003433,null,101003433,404928,50
1,12,null,null,null,101003408,null,101003408,329328,50
1,12,null,null,null,101003425,null,101003425,560000,50
1,12,null,null,null,101003405,null,101003405,720160,50
1,12,null,null,null,101003388,null,101003388,551280,50
1,12,null,null,null,101003372,null,101003372,498352,50
1,12,null,null,null,101003370,null,101003370,560464,50
1,12,null,null,null,101003479,null,101003479,446928,50
1,12,null,null,null,101003588,null,101003588,402048,50
1,12,null,null,null,101003574,null,101003574,663312,50
1,12,null,null,null,101003444,null,101003444,960624,50
1,12,null,null,null,101003518,null,101003518,1200000,50
1,12,null,null,null,101003386,null,101003386,374432,50
1,12,null,null,null,101003437,null,101003437,0,50
1,12,null,null,null,101003578,null,101003578,719424,50
1,12,null,null,null,101003380,null,101003380,480000,50
1,12,null,null,null,101003530,null,101003530,0,50
1,12,null,null,null,101003384,null,101003384,404928,50
1,12,null,null,null,101003520,null,101003520,0,50
1,12,null,null,null,101003562,null,101003562,0,50
1,12,null,null,null,101003502,null,101003502,650832,50
1,12,null,null,null,101003535,null,101003535,411776,50
1,12,null,null,null,101003556,null,101003556,0,50
1,12,null,null,null,101003542,null,101003542,0,50
1,12,null,null,null,101003558,null,101003558,728416,50
1,12,null,null,null,101003489,null,101003489,1856000,50
1,12,null,null,null,101003490,null,101003490,537100,50
1,12,null,null,null,101003493,null,101003493,454976,50
1,12,null,null,null,101003592,null,101003592,412512,50
1,12,null,null,null,101003402,null,101003402,0,50
1,12,null,null,null,101003507,null,101003507,366336,50
1,12,null,null,null,101003379,null,101003379,404928,50
1,12,null,null,null,101003403,null,101003403,681392,50
1,12,null,null,null,101003603,null,101003603,622560,50
1,12,null,null,null,101003482,null,101003482,1174832,50
1,12,null,null,null,101003524,null,101003524,582736,50
1,12,null,null,null,101003601,null,101003601,559376,50
1,12,null,null,null,101003568,null,101003568,511808,50
