code_statut_contrat,codeperiodicite,dateEffet,datefin,duree,idassure,id_souscripteur,police,prime,produitcode
1,12,null,null,null,101003507,null,101003507,564774,50
1,12,null,null,null,101003599,null,101003599,806320,50
1,12,null,null,null,101003568,null,101003568,772752,50
1,12,null,null,null,101003518,null,101003518,1350000,50
1,12,null,null,null,101003560,null,101003560,879768,50
1,12,null,null,null,101003589,null,101003589,269784,50
1,12,null,null,null,101003569,null,101003569,836750,50
1,12,null,null,null,101003564,null,101003564,1287882,50
1,12,null,null,null,101003576,null,101003576,0,50
1,12,null,null,null,101003543,null,101003543,1469592,50
1,12,null,null,null,101003562,null,101003562,0,50
1,12,null,null,null,101003433,null,101003433,618018,50
1,12,null,null,null,101003614,null,101003614,0,50
1,12,null,null,null,101003565,null,101003565,642840,50
1,12,null,null,null,101003490,null,101003490,842636,50
1,12,null,null,null,101003583,null,101003583,646218,50
1,12,null,null,null,101003514,null,101003514,894144,50
1,12,null,null,null,101003615,null,101003615,1359456,50
1,12,null,null,null,101003552,null,101003552,0,50
1,12,null,null,null,101003511,null,101003511,480000,50
1,12,null,null,null,101003617,null,101003617,549336,50
1,12,null,null,null,101003523,null,101003523,821820,50
1,12,null,null,null,101003469,null,101003469,967344,50
1,12,null,null,null,101003571,null,101003571,1124096,50
1,12,null,null,null,101003535,null,101003535,625074,50
1,12,null,null,null,101003616,null,101003616,923010,50
1,12,null,null,null,101003594,null,101003594,885116,50
1,12,null,null,null,101003575,null,101003575,539568,50
1,12,null,null,null,101003606,null,101003606,591354,50
1,12,null,null,null,101003493,null,101003493,697482,50
1,12,null,null,null,101003372,null,101003372,763974,50
1,12,null,null,null,101003513,null,101003513,2431320,50
1,12,null,null,null,101003524,null,101003524,880824,50
1,12,null,null,null,101003613,null,101003613,0,50
1,12,null,null,null,101003520,null,101003520,0,50
1,12,null,null,null,101003558,null,101003558,1138340,50
1,12,null,null,null,101003612,null,101003612,1211160,50
1,12,null,null,null,101003602,null,101003602,1238670,50
1,12,null,null,null,101003506,null,101003506,821832,50
1,12,null,null,null,101002204,null,101002204,1373646,50
1,12,null,null,null,101003604,null,101003604,550716,50
